Date,Open,High,Low,Close,Adj Close,Volume
2019-04-16,1326.599976,1326.599976,1326.599976,1326.599976,1326.599976,0
2019-04-17,1327.300049,1327.300049,1327.300049,1327.300049,1327.300049,0
2019-04-18,1325.199951,1325.199951,1325.199951,1325.199951,1325.199951,0
2019-04-23,1331.400024,1331.400024,1331.400024,1331.400024,1331.400024,0
2019-04-24,1316.800049,1316.800049,1316.800049,1316.800049,1316.800049,0
2019-04-25,1312.599976,1312.599976,1312.599976,1312.599976,1312.599976,0
2019-04-26,1316.800049,1316.800049,1316.800049,1316.800049,1316.800049,0
2019-04-29,1318.800049,1318.800049,1318.800049,1318.800049,1318.800049,0
2019-04-30,1314.500000,1314.500000,1314.500000,1314.500000,1314.500000,0
2019-05-01,1311.000000,1311.000000,1311.000000,1311.000000,1311.000000,0
2019-05-02,1303.500000,1303.500000,1303.500000,1303.500000,1303.500000,0
2019-05-03,1299.599976,1299.599976,1299.599976,1299.000000,1299.000000,318
2019-05-07,1281.199951,1281.199951,1281.199951,1281.199951,1281.199951,0
2019-05-08,1285.900024,1285.900024,1285.900024,1285.900024,1285.900024,0
2019-05-09,1268.500000,1268.500000,1268.500000,1268.500000,1268.500000,0
2019-05-10,1273.699951,1273.699951,1273.699951,1273.699951,1273.699951,0
2019-05-13,1265.300049,1265.300049,1265.300049,1265.300049,1265.300049,0
2019-05-14,1277.699951,1277.699951,1277.699951,1277.699951,1277.699951,0
2019-05-15,1287.099976,1287.099976,1287.099976,1287.099976,1287.099976,0
2019-05-16,1305.099976,1305.099976,1305.099976,1305.099976,1305.099976,0
2019-05-17,1306.900024,1306.900024,1306.900024,1306.900024,1306.900024,0
2019-05-20,1302.599976,1302.599976,1302.599976,1300.400024,1300.400024,1538
2019-05-21,1303.599976,1303.599976,1303.599976,1303.599976,1303.599976,0
2019-05-22,1308.699951,1308.699951,1308.699951,1308.699951,1308.699951,0
2019-05-23,1291.500000,1291.500000,1291.500000,1291.500000,1291.500000,0
2019-05-24,1303.000000,1303.000000,1303.000000,1302.699951,1302.699951,762
2019-05-28,1298.699951,1298.699951,1298.699951,1298.699951,1298.699951,0
2019-05-29,1284.099976,1284.099976,1284.099976,1284.099976,1284.099976,0
